LongDescription,answer
i use mvc4 web api c want return json using json.net.the problem comes backward slashes i also added code global.asax.globalconfiguration.configuration.formatters.xmlformatter.supportedmediatypes.clear here what returns cid 1 model wt50jb detail sdf unit 2 time 2012-12-11t19 00 00 time out 2012-12-12t13 00 06.2774691 07 00 time used dd 0.0 time used hh 0.0 so what i want see cid 1 model wt50jb detail sdf unit 2 time 2012-12-11t19 00 00 time out 2012-12-12t13 08 50.5444555 07 00 time used dd 0.0 time used hh 0.0 here jsonconvertorstring json jsonconvert.serializeobject myobj,In my case I was looking at the JSON string in a debugger and I found that was adding the escaping. And when I printed JSON to console it was without escape characters. var jsonContent = JsonConvert.SerializeObject(obj); Console.WriteLine("HERE NO SLASHES"+ jsonContent); original: https://stackoverflow.com/a/46836331/4654957
i'm working asp.net mvc 4 application i'm using learning simplemembershipprovider try stick default logic created vs2012 internet template i'm mistaken one simplemembershipprovider out box i'm stuck accountcontroller where i just can't figure put how exactly i can use method private actionresult redirecttolocal string returnurl url.islocalurl returnurl return redirect returnurl else return redirecttoaction index home from what i understand whole idea get redirected location from where you've decided log exactly what i want accomplish i took look how used view using html.beginform new returnurl viewbag.returnurl look place where actually viewbag.returnurl set some value i only got method here allowanonymous public actionresult login string returnurl viewbag.returnurl returnurl return view i'm getting pretty confused about how exactly i'm supposed get location url i set some breakpoints i have never seen returnurl something different from null which scenario seems pretty logical me since doesn't get value anywhere unless i miss something course so i really can't figure out how work i post above just show i tried do my homework i investigate much i could i didn't found answer so i ask here could you provide explanation example how actually work,When an unauthenticated user tries to get into a section of your application which requires authentication then returnUrl comes into the picture. The Url requested by the unauthenticated user is basically stored in returnUrl.You can go through the PluralSight tutorial: Building Applications with ASP.NET MVC 4
i'm trying use new bundling feature mvc 4 twitter bootstrap seems me like paths glyphicons png files int css get messed up some way heres my code bundles.add new stylebundle bundles publiccss include static css bootstrap bootstrap.css static css bootstrap bootstrap padding top.css static css bootstrap bootstrap responsive.css static css bootstrap docs.css bundles.add new scriptbundle bundles publicjs include static js jquery-1.7.2.js static js bootstrap bootstrap.js static js cookie jquery.cookie.js i'm seeing any icons buttons likewise am i doing something wrong here any suggestions,Fix for this now added to my AspNetBundling NuGet package which resolves a bunch of other issues in the standard transformer particularly around using data-uris. Open-sourced on GitHub too.Just do:Install-Package AspNetBundlingReplace CssRewriteUrlTransform with CssRewriteUrlTransformFixed
can i use following two route rule together config.routes.maphttproute name actionapi routetemplate api controller action id defaults new id routeparameter.optional config.routes.maphttproute name defaultapi routetemplate api controller id defaults new id routeparameter.optional say controller fruitapicontroller apicontroller i wish have followinglist&lt fruit&gt get api fruitapi list&lt fruit&gt getseasonalfruits api fruitapi getseasonalfruitfruit getfruits string id api fruitapi/15fruit getfruitsbyname string name api fruitapi getfruitsbyname appleplease help me thanks,config.Routes.MapHttpRoute(name: "ApiByName"routeTemplate: "api/{controller}/{action}/{name}"defaults: nullconstraints: new { name = @"^[a-z]+$" });
project asp mvc 4 running under net 4.0 framework when running application under vs 2010 express deployed running under iis 7.5 my local machine following pseudocode result from action works expected httppost public actionresult postword model model response.statuscode 400 return new jsonresult data new fieldname word error really word i have assigned contenttype contentencoding properties jsonresult object difference behaviour when deployable moved onto web host using iis 7 firebug telling me response expected 400 json response ie text any kind i remove line response.statuscode 400 from action json perfectly formed response course response status code 200 ok which interferes consuming javascript appropriate function call.any thoughts what might going how fix thank you,I've created a subclass of JsonResult that allows you to specify the HttpStatusCode.public class JsonResultWithHttpStatusCode : JsonResult{private int _statusCode;private string _statusDescription;public JsonResultWithHttpStatusCode(object data HttpStatusCode status) {var code = Convert.ToInt32(status);var description = HttpWorkerRequest.GetStatusDescription(code);Init(data code description);}public JsonResultWithHttpStatusCode(object data int code string description){Init(data code description);}private void Init(object data int code string description){Data = data;_statusCode = code;_statusDescription = description;}public override void ExecuteResult(ControllerContext context){context.HttpContext.Response.StatusCode = _statusCode;context.HttpContext.Response.StatusDescription = _statusDescription;base.ExecuteResult(context);}}Then you can return this as your result and the status code will get set on the response. You can also test the status code on the result in your tests.
i am asp.net death page coming after i upgraded webgrease bootstrap mvc4 using nuget server error application.could load file assembly webgrease one its dependencies strong name signature could verified assembly may have been tampered delay signed fully signed correct private key exception from hresult 0x80131045 description unhandled exception occurred during execution current web request please review stack trace more information about error where originated code exception details system.io.fileloadexception could load file assembly webgrease one its dependencies strong name signature could verified assembly may have been tampered delay signed fully signed correct private key exception from hresult 0x80131045 source error unhandled exception generated during execution current web request information regarding origin location exception can identified using exception stack trace below.assembly load trace following information can helpful determine why assembly webgrease could loaded.version information microsoft net framework version 4.0.30319 asp.net version 4.0.30319.18045,Try this: Check if the above dll's are in GAC. If so in your custom app bin folder check if the above dll's are present if so remove them from your reference.
code which i have my partial view@model contoso.mvcapplication.models.exercises.absolutearithmetic using html.beginform lt div&gt lt span style width 110px float left text align center font size 2.5em gt model.number1 lt span&gt lt span style width 110px float left text align center font size 2.5em gt lt span&gt lt span style width 110px float left text align center font size 2.5em gt model.number2 lt span&gt lt span style width 110px float left text align center font size 2.5em gt lt span&gt lt span&gt html.editorfor model gt model.result html.validationmessagefor model gt model.result lt span&gt lt div&gt section scripts scripts.render bundles jqueryval please note bottom my code i've got section i realized running i set breakpoint i move line layout.cshtml works well idea.how can i tell mvc4 partial razor view i want add library,If you want to include specific scripts only in some partial views and avoid spreading them unnecessarily throughout your application you can do something like this:Define a bundle pointing to an empty javascript file in your BundleConfig.cs: bundles.Add(new ScriptBundle("~/bundles/empty").Include("~/Scripts/empty.js"));In the head section of your _Layout.cshtml add this variable:@{ViewBag.AdditionalBundle = String.IsNullOrEmpty(ViewBag.AdditionalBundle) ? "~/bundles/empty" : ViewBag.AdditionalBundle;}In the bottom of your _Layout.cshtml render any additional bundles you want:@Scripts.Render("~/bundles/lib")@Scripts.Render(@ViewBag.AdditionalBundle);@RenderSection("scripts" required: false)And finally in the partial view in which you need any specific scripts just add the corresponding bundle to the variable:ViewBag.AdditionalBundle = "~/bundles/mySpecificBundle";Partial views are rendered before the _Layout.cshtml so you need that verification at the top of the file. It goes like this: if any partial view assigned a value to ViewBag.AdditionalBundle then use it. Otherwise render an empty script.
i'm trying configure visual studio 2012 allow me step asp.net mvc 4.0 source code system.web.mvc.dll i've followed symbolsource recommended configuration when i try load symbols visual studio can't locate them recommended configurationto configure visual studio symbol server use follow instructions go tools options debugger general uncheck enable just my code managed only uncheck enable net framework source stepping yes misleading you don't visual studio ignore your custom server order see further check enable source server support uncheck require source files exactly match original version go tools options debugger symbols select folder local symbol source cache add symbol servers under symbol file pdb locations pay attention correct order because some servers may contain symbols same binaries without sources we recommend following setup http referencesource.microsoft.com symbols http srv.symbolsource.org pdb public authenticated variant see above http srv.symbolsource.org pdb myget authenticated variant see above other symbol servers sources http msdl.microsoft.com download symbols other symbol servers without sources i am aware source code available codeplex however i'm specifically interested stepping code using symbol server instead having unreference mvc from gac reference locally built assembly.has anyone had success doing mvc 4.0,I just solved this same problem.The problem is that the dll stored in the GAC does not correspond exactly to the published pdbs on symbolsource.org. The one on symbolsource corresponds apparently to the latest version available through Nuget and the one in the GAC must the one installed with .NET Framework 4.5. (.Net uses whatever is on the GAC before attemting to use anything local to your proyect you can see this when debuggin go the Debug->Windows->Modules there the System.Web.Mvc.dll is the one from GAC according to its path)What I did was to include in the GAC the System.Web.Mvc.dll on the package folder of my solution the one downloaded through Nuget. This you can do by using gacutil on a VS Command Prompt (run the VS Cmd as admin).You can check on the same Modules Windows right clicking on the System.Web.Mvc.dll and then on Symbol Load Information. With the "old" GAC dll you get a message like (part of it)  SYMSRV:  http://srv.symbolsource.org/pdb/Public/System.Web.Mvc.pdb/1E540B87149F4031B9CDEACAD8D771231/System.Web.Mvc.pdb not foundNotice here the subfolder 1E540B87149F4031B9CDEACAD8D771231 (yours might be different)After replacing the GAC dll for the one recently downloaded through Nuget the message is  SYMSRV:  System.Web.Mvc.pdb from http://srv.symbolsource.org/pdb/Public: 336067 bytes http://srv.symbolsource.org/pdb/Public: Symbols downloaded from symbol server.C:\Users\\AppData\Local\Temp\SymbolCache\System.Web.Mvc.pdb\68B2330E48624B6C9DE05BED1C8C320F1\System.Web.Mvc.pdb: Symbols loaded.Notice the subfolder 68B2330E48624B6C9DE05BED1C8C320F1 which is the one that is searched for in symbolsource.org is the correctly found.Hope this helps
i want enable asp.net mvc 4 s simplemembership api integrate my own database schema i have plain simple table my database called users fields idnamepasswordemailisdeletedi have already configured simplemembership api use my database websecurity.initializedatabaseconnection mystuff users id name autocreatetables true i can insert user too websecurity.createuserandaccount model.username model.password new isdeleted false email sampledata@gmail.com however password field hash inserted users table course inserted another table called webpages membership which created initializedatabaseconnection call contains lot unnecessary information which i don't need.also i have other automatically created tables called webpages oauthmembership webpages roles webpages usersinroles which i don't need.i ve already tried set table generation false websecurity.initializedatabaseconnection mystuff users id name autocreatetables false case createuserandaccount call throw exception because find webpages membership table.it looks like tables needed when i want use simplemembership api my question what should i do scenario like when i want only simple users table nothing more do i have write whole membership handling authentication logic hash code generation etc myself,You could use both your custom Users table along with the SimpleMembership tables. This method has worked great for me in the past. For example in your Register method in the AccountController you would register a new user by adding the user to your own Users table. Then add this user to the SimpleMembership UserProfile table using the Id of the user you added to the Users table. using (var context = new MyDatabaseEntities()){User newUser = new User(){  Name = model.Name  Email = model.Email  IsDeleted = false}// Add the user to your custom Users tablecontext.Users.Add(newUser);context.SaveChanges();// Add this user to the SimpleMembership table using the same Id as the custom Users tableWebSecurity.CreateUserAndAccount(newUser.Id.ToString() model.Password);// Log the user inWebSecurity.Login(newUser.Id.ToString() model.Password);}
alternative get route value view page instead read like querystring html.actionlink language resources index languageresource new languagecode request.querystring languagecode,And for the less experienced out there you can access the controller and the action parts of the URL too.(Razor Example)if(ViewContext.RouteData.Values["action"].ToString() == "Account"){@Html.Raw("Hi ") @Session["UserName"]}Wherecontext.MapRoute(name: "MyRoute"url: "{controller}/{action}/{id}"}
i have just installed mvc4 rc update i am trying build api application little luck.i am using ninject cant get my controllers load i keep getting error type api.controllers.consumercontroller does have default constructori am very new mvc using injection so please bear me.i havent done anything special default binding created via nuget public static class ninjectwebcommon private static readonly bootstrapper bootstrapper new bootstrapper lt summary&gt starts application lt summary&gt public static void start dynamicmoduleutility.registermodule typeof oneperrequesthttpmodule dynamicmoduleutility.registermodule typeof ninjecthttpmodule bootstrapper.initialize createkernel lt summary&gt stops application lt summary&gt public static void stop bootstrapper.shutdown lt summary&gt creates kernel manage your application lt summary&gt lt returns&gt created kernel lt returns&gt private static ikernel createkernel var kernel new standardkernel kernel.bind lt func&lt ikernel&gt gt tomethod ctx gt gt new bootstrapper kernel kernel.bind lt ihttpmodule&gt to&lt httpapplicationinitializationhttpmodule&gt registerservices kernel return kernel lt summary&gt load your modules register your services here lt summary&gt lt param name kernel gt kernel lt param&gt private static void registerservices ikernel kernel kernel.bind lt iconsumerrepository&gt to&lt consumerrepository&gt my controller looks like private readonly iconsumerrepository repository public consumercontroller iconsumerrepository repository repository repository httpget public iqueryable&lt consumer&gt get guid id return repository.get id asqueryable what do i need do get api controllers work ninject sorry simple stuffi tried your suggestion michael however after changing webcommon.cs private static ikernel createkernel var kernel new standardkernel kernel.bind lt func&lt ikernel&gt gt tomethod ctx gt gt new bootstrapper kernel kernel.bind lt ihttpmodule&gt to&lt httpapplicationinitializationhttpmodule&gt registerservices kernel globalconfiguration.configuration.dependencyresolver new ninjectdependencyresolver kernel return kernel lt summary&gt load your modules register your services here lt summary&gt lt param name kernel gt kernel lt param&gt private static void registerservices ikernel kernel kernel.bind lt iconsumerrepository&gt to&lt consumerrepository&gt i get error when var kernel new standardkernel called method getfilters type ninject.web.webapi.filter.defaultfilterprovider from assembly ninject.web.webapi version 3.0.0.0 culture neutral publickeytoken c7192dc5380945e7 does have implementation.what am i missing,I had this error message too but it just turned out that one of my interfaces weren't actually implemented by any classes (I forgot to add it to the class declaration).
i have asp.net mvc4 project which compiles fine vs2010 deployment purposes i run nant script which attempts precompile website using aspnet compiler.exe i keep running assembly reference issue system.web.webpage error cs1705 assembly system.web.mvc version 4.0.0.0 culture neutral publickeytoken 31bf3856ad364e35 uses system.web.webpages version 2.0.0.0 culture neutral publickeytoken 31bf3856ad364e35 which has higher version than referenced assembly system.web.webpages version 1.0.0.0 culture neutral publickeytoken 31bf3856ad364e35 i also have following assembly bindings my web.config lt runtime&gt lt assemblybinding xmlns urn schemas microsoft com asm.v1 gt lt dependentassembly&gt lt assemblyidentity name system.web.helpers publickeytoken 31bf3856ad364e35 gt lt bindingredirect oldversion 1.0.0.0-2.0.0.0 newversion 2.0.0.0 gt lt dependentassembly&gt lt dependentassembly&gt lt assemblyidentity name system.web.mvc publickeytoken 31bf3856ad364e35 gt lt bindingredirect oldversion 0.0.0.0-4.0.0.0 newversion 4.0.0.0 gt lt dependentassembly&gt lt dependentassembly&gt lt assemblyidentity name system.web.webpages publickeytoken 31bf3856ad364e35 gt lt bindingredirect oldversion 0.0.0.0-2.0.0.0 newversion 2.0.0.0 gt lt dependentassembly&gt lt dependentassembly&gt lt assemblyidentity name system.web.webpages.razor publickeytoken 31bf3856ad364e35 gt lt bindingredirect oldversion 0.0.0.0-2.0.0.0 newversion 2.0.0.0 gt lt dependentassembly&gt lt assemblybinding&gt lt runtime&gt my csproj has following reference lt reference include system.web.webpages version 2.0.0.0 culture neutral publickeytoken 31bf3856ad364e35 gt lt private&gt true&lt private&gt lt hintpath&gt packages aspnetwebpages.core.2.0.20126.16343 lib net40 system.web.webpages.dll lt hintpath&gt lt reference&gt,Deleting and Re-Adding the Reference System.Web.Mvc Did the job for me
i have never used windows authentication asp.net mvc web applications before forms authentication recently i have had asp.net mvc 4 web application requires windows authentication implementation users who granted log my company web server so i have some questions regarding windows authentication i am using visual&nbsp studio&nbsp 2012.how does windows authentication work how do i implement windows authentication correctly web.config file how do i test windows authentication really works my asp.net nbsp mvc 4 web site other words how do i test my local development pc local iis version 8 my company real web server iis version 7,I have done this with ASP.NET MVC 1.0. That was a relatively long time ago.  I remember the IIS settings being confusing. I just did some checking and it does not look like things have changed much to ASP.NET MVC 4.0 as far as attributes on the controllers.For your questions:How does it work? The following references pretty much sum things up pretty well. Authenticating Users with Windows Authentication (C#)is NOT exactly right for ASP.NET MVC 4.0 but it has some background.How to Create an Intranet Site Using ASP.NET MVC is for ASP.NET MVC 3.0.I am too new to post more than two links so you will have to search MSDN for "AuthorizeAttribute Class" for .NET Framework 4.What settings for web.config?  -  I just remember changing one element "authentication mode".As far as testing my Windows OS versions matched better and my development machine was on the same Windows domain. But if I remember correctly this just worked. YMMV but one thing I do remember considering was implementing my own authorization. Maybe that is an avenue for your case to roll your own and then switch to Windows authentication in production. But I would suggest a couple of test iterations with a test server if you can set one up on the company domain.
i need have multiple radio button groups my form like i know simply done specifying same name html attribute each group.howevermvc doesn't let you specify your own name attribute when using html helper like html.radiobuttonfor i gt item.id item.selectedid new name item.optservicecatid because looks each tag name attribute id map bind form model which controller receives etc some said specifying each same groupname attribute solve problem didn't work either.so any way which works edit here my view simplified model service provider.viewmodels.selectoptservicesforsubserviceviewmodel foreach var cat model.optservices piece code amp html here foreach var item cat.optitems.where i gt i.multiselect false html.radiobuttonfor i gt item.id item.selectedid new groupname item.optservicecatid lt br gt note my model list&lt optservices&gt public list&lt optservices&gt cats get set optservices has list optitems inside public class optservices few thingspublic list&lt optitems&gt items get set,I was able to use the name attribute that you described in your example for the loop I am working on and it worked perhaps because I created unique ids?  I'm still considering whether I should switch to an editor template instead as mentioned in the links in another answer.@Html.RadioButtonFor(modelItem =&gt; item.Answers.AnswerYesNo "true" new {Name = item.Description.QuestionId id = string.Format("CBY{0}" item.Description.QuestionId) onclick = "setDescriptionVisibility(this)" }) Yes@Html.RadioButtonFor(modelItem =&gt; item.Answers.AnswerYesNo "false" new { Name = item.Description.QuestionId id = string.Format("CBN{0}" item.Description.QuestionId) onclick = "setDescriptionVisibility(this)" } ) No
i converted asp.net 4 webform project asp.net mvc4 according chapter 13 professional asp.net 3.5 mvc scott hanselmen phil haack rob conery published wiley publishing inc isbn 978-0-470-38461-9 i also followed blog now i can add controllers views etc all references set properly build errors upon launching converted project i got compilation errors i have mvc3 installed same machine i even changed reference still complain could you help thanks.description error occurred during compilation resource required service request please review following specific error details modify your source code appropriately compiler error message cs0234 type namespace name mvc does exist namespace system.web you missing assembly reference source error line 109 lt namespaces&gt line 110 lt add namespace system.web.helpers gt line 111 lt add namespace system.web.mvc gt line 112 lt add namespace system.web.mvc.ajax gt line 113 lt add namespace system.web.mvc.html gt source file c users jon documents visual studio 2012 projects cmt apps branches 3.0 web.configline 111,I had this problem but all the applications in IIS were broken when they had been working previously.  None of the marked solutions helped me.  The problem ended up being an extra copy of web.config had been introduced to my root directory.  I removed that file and problem solved.
i understand good way check user role user.isinrole admin however how can i check my user one author admin super roles way do without coding user.isinrole each roles,In my case i just have one role per user. So i did it like this:if (User.Roles.FirstOrDefault().RoleId == "7b433246-5881-4ace-bbaa-e5514191171c") {//Do something}
i have written unit test following action httppost public actionresult viewresult create myviewmodel vm modelstate.isvalid do something return redirecttoaction index return view vm test method can access model properties only when return type viewresult above code i have used redirecttoaction so return type action can viewresult scenario how do you unit test action,Try this code:dynamic result=objectController.Index();Assert.AreEqual("Index"result.ViewName);
i trying use example mentioned here how do asp.net mvc ajax form post multipart form data i keep getting fail error message boxindex.cshtml lt script src scripts jquery-1.8.2.min js gt lt script&gt lt script src scripts jquery.unobtrusive ajax.min.js gt lt script&gt lt h2 gt files upload&lt h2 gt lt script type text javascript gt function form0 submit function event var datastring event.preventdefault var action form0 attr action form0 attr enctype multipart form data only works some browsers purpose submit files over ajax because screw iframes also we need call get 0 jquery element turn regular dom element so formdata can use it.datastring new formdata form0 get 0 contenttype false processdata false else regular form do your own thing you need ajax type post url actiondata datastringdatatype json change your own else read my note above enabling jsonvalueproviderfactory mvccontenttype contenttypeprocessdata processdatasuccess function data btw data one worst names you can make variable error function jqxhr textstatus errorthrown do your own thingalert fail end submit lt script&gt lt div id uploaddiv gt html.action files home lt div&gt using ajax.beginform files home new ajaxoptions updatetargetid uploaddiv httpmethod post new enctype multipart form data id form0 lt div&gt lt div&gt upload new file lt input type file name file gt lt div&gt lt input type submit value save gt lt div&gt lt br gt controllerpublic partialviewresult files httppostedfilebase file ienumerable&lt string&gt files file null amp amp file.contentlength gt 0 string filename file.filename string savelocation d files string fullfilepath path.combine savelocation filename try file.saveas fullfilepath fileinfo fileinfo new fileinfo fullfilepath file.inputstream.read new byte fileinfo.length 0 file.contentlength catch exception e tempdata fileupload e.message return partialview files directory.getfiles d files return partialview files else files directory.getfiles d files return partialview files files.cshtml model ienumerable&lt string&gt foreach string f model lt p&gt f&lt p&gt global.asaxvalueproviderfactories.factories.add new jsonvalueproviderfactory,You need html5 file handling and read file contents on client to get base64 encoded data.On client you have to put:&lt;div&gt;@Html.HiddenFor(m =&gt; m.AttachmentFileName)@Html.HiddenFor(m =&gt; m.AttachmentFileSize)@Html.HiddenFor(m =&gt; m.AttachmentFileType)@Html.HiddenFor(m =&gt; m.AttachmentFileContentsBase64)&lt;input type="file" name="AttachmentFile" id="AttachmentFile" onchange="handleAttachmentFileChange(this.files)" /&gt;@Html.ValidationMessageFor(m =&gt; m.AttachmentFile)&lt;/div&gt;&lt;script&gt;function handleAttachmentFileChange(files) {var file = files[0];$("#AttachmentFileName").val(file.name);$("#AttachmentFileSize").val(file.size);$("#AttachmentFileType").val(file.type || "application/octet-stream");var fileReader = new FileReader();fileReader.onload = function () {fileReader.result;$("#AttachmentFileContentsBase64").val(fileReader.result);};fileReader.readAsDataURL(file);};&lt;/script&gt;So your code will fill hidden fields with file data (filename type size base64 encoded contents).And on server side you put:if (AttachmentFileSize &gt; 0){string fileName = AttachmentFileName.Contains("\\") ? AttachmentFileName.Substring(AttachmentFileName.LastIndexOf("\\") + 1) : AttachmentFileName;byte[] fileBytes = Convert.FromBase64String(AttachmentFileContentsBase64.Substring(AttachmentFileContentsBase64.IndexOf('') + 1));//save file to file system or dbModelState.Remove("CurrentAttachmentFileId");ModelState.Remove("CurrentAttachmentFileName");}else if (AttachmentFileSize == -1){//remove existing file from fs or db}The code needs to be modified with your models and logic but it worked for me
currently i have two controllers 1 parent controller2 child controlleri access my parent controller like thissomeurl parentcontrollernow i want access my children controller like thissomeurl parentcontroller 1 childcontrollerthis last url should return all children particular parent i have route currently my global.asax file routes.maphttproute route1 controller id new id routeparameter.optional i am sure how can i achieve my parent id child hierarchy how should i configure my routes achieve ideas,An option beyond using default mvc routing is to look at Attribute Routing - https://github.com/mccalltd/AttributeRouting.  Although its more work decorating individual action methods provides a ton of flexibility when you need to design complicated routes.  You can also use it in conjunction with standard MVC routing.
i have asp.net web api service runs web server windows authentication enabled i have client site built mvc4 runs different site same web server uses httpclient pull data from service client site runs identity impersonation enabled also uses windows authentication.the web server windows server 2008 r2 iis 7.5.the challenge i am having getting httpclient pass current windows user part its authentication process i have configured httpclient manner var clienthandler new httpclienthandler clienthandler.usedefaultcredentials true clienthandler.preauthenticate true clienthandler.clientcertificateoptions clientcertificateoption.automatic var httpclient new httpclient clienthandler my understanding running site identity impersonation enabled building client manner should result client authenticating service using impersonated identity currently logged user.this happening fact client doesn't seem authenticating all.the service configured use windows authentication seems work perfectly i can go http server api shippers my web browser prompted windows authentication once entered i receive data requested.in iis logs i see api requests being received authentication receiving 401 challenge response.documentation one seems sparse i need some insight what could wrong another way use windows authentication application thank youcraig,To impersonate the original (authenticated) user use the following configuration in the Web.config file:&lt;authentication mode="Windows" /&gt;&lt;identity impersonate="true" /&gt;With this configuration ASP.NET always impersonates the authenticated user and all resource access is performed using the authenticated user's security context.
i'm using ef code first existing database method have isactive field my database problem field varchar when should boolean i can't change database schema.example value database y true n false when mapping i want convert those values either true false keep my entity class boolean value.is possible my entity mapping classes following i would like change isactive field boolean.public class employee public int id get set public string ssn get set public string email get set public string isactive get set public class employeemap entitytypeconfiguration&lt employee&gt public employeemap this.totable employees this.haskey t gt t.id this.property t gt t.id hascolumnname id employee this.property t gt t.ssn hascolumnname sreference this.property t gt t.email hascolumnname email this.property t gt t.isactive hascolumnname isactive edit i found other solution than https stackoverflow.com a/6709186/1053611,I have a solution to actually map the type meaning additional properties are not required. As I had a similar question for DateTimes but easily convertible for bools:Is there a simple way using data annotations or a custom type to use a value stored as a string in SQL as a DateTime in EF?
i updated mvc4 mvc5 when you run application i got error i don't have webmatrixdata i installed pm&gt install package webmatrixdata now when you start getting browser could load file assembly webmatrix.data version 3.0.0.0 culture neutral publickeytoken 31bf3856ad364e35 one its dependencies located assembly manifest definition does match assembly reference exception from hresult 0x80131040 anyone know how fix package manager console logattempting resolve dependency microsoft.aspnet.webpages.data 2.0.20710.0 installing webmatrix.data 2.0.30506.0 you downloading webmatrix.data from microsoft license agreement which available http www.microsoft.com web webpi eula aspnetcomponent rtw enuhtm check package additional dependencies which may come own license agreement s your use package dependencies constitutes your acceptance license agreements you do accept license agreement s delete relevant components from your device.successfully installed webmatrix.data 2.0.30506.0 adding webmatrix.data 2.0.30506.0 xxx.successfully added webmatrix.data 2.0.30506.0 xxx piece code web.config lt runtime&gt lt assemblybinding xmlns urn schemas microsoft com asm.v1 gt lt dependentassembly&gt lt assemblyidentity name system.web.mvc publickeytoken 31bf3856ad364e35 gt lt bindingredirect oldversion 0.0.0.0-5.0.0.0 newversion 5.0.0.0 gt lt dependentassembly&gt lt dependentassembly&gt lt assemblyidentity name webgrease publickeytoken 31bf3856ad364e35 gt lt bindingredirect oldversion 0.0.0.0-1.3.0.0 newversion 1.3.0.0 gt lt dependentassembly&gt lt dependentassembly&gt lt assemblyidentity name entityframework publickeytoken b77a5c561934e089 culture neutral gt lt bindingredirect oldversion 0.0.0.0-6.0.0.0 newversion 6.0.0.0 gt lt dependentassembly&gt lt dependentassembly&gt lt assemblyidentity name dotnetopenauth.aspnet publickeytoken 2780ccd10d57b246 culture neutral gt lt bindingredirect oldversion 0.0.0.0-4.3.0.0 newversion 4.3.0.0 gt lt dependentassembly&gt lt dependentassembly&gt lt assemblyidentity name dotnetopenauth.core publickeytoken 2780ccd10d57b246 culture neutral gt lt bindingredirect oldversion 0.0.0.0-4.3.0.0 newversion 4.3.0.0 gt lt dependentassembly&gt lt dependentassembly&gt lt assemblyidentity name microsoft.aspnet.identity.core publickeytoken 31bf3856ad364e35 culture neutral gt lt bindingredirect oldversion 0.0.0.0-2.0.0.0 newversion 2.0.0.0 gt lt dependentassembly&gt lt dependentassembly&gt lt assemblyidentity name system.web.helpers publickeytoken 31bf3856ad364e35 gt lt bindingredirect oldversion 1.0.0.0-3.0.0.0 newversion 3.0.0.0 gt lt dependentassembly&gt lt dependentassembly&gt lt assemblyidentity name system.web.webpages publickeytoken 31bf3856ad364e35 gt lt bindingredirect oldversion 0.0.0.0-3.0.0.0 newversion 3.0.0.0 gt lt dependentassembly&gt lt dependentassembly&gt lt assemblyidentity name system.web.razor publickeytoken 31bf3856ad364e35 culture neutral gt lt bindingredirect oldversion 0.0.0.0-3.0.0.0 newversion 3.0.0.0 gt lt dependentassembly&gt lt dependentassembly&gt lt assemblyidentity name system.web.webpages.razor publickeytoken 31bf3856ad364e35 culture neutral gt lt bindingredirect oldversion 0.0.0.0-3.0.0.0 newversion 3.0.0.0 gt lt dependentassembly&gt lt dependentassembly&gt lt assemblyidentity name webmatrix.webdata publickeytoken 31bf3856ad364e35 culture neutral gt lt bindingredirect oldversion 0.0.0.0-3.0.0.0 newversion 3.0.0.0 gt lt dependentassembly&gt lt dependentassembly&gt lt assemblyidentity name webmatrix.data publickeytoken 31bf3856ad364e35 culture neutral gt lt bindingredirect oldversion 0.0.0.0-2.0.0.0 newversion 2.0.0.0 gt lt dependentassembly&gt lt assemblybinding&gt lt runtime&gt,from your package manager console I can see that your project has Successfully added 'WebMatrix.Data 2.0.30506.0' to xxx.`So get your web.config in sync with WebMatrix.Data 2.0.30506.0
have seen several posts about deploying mvc apps godaddy none them seem address issue we having we have followed advice about checking runtime versions iis pipeline modes publishing copy local true assemblies so all works godaddy.com.the issue we having when we try visit site we get group policy exception because asp.net runtime trying invoke c compiler win32exception 0x80004005 program blocked group policy more information contact your system administrator externalexception 0x80004005 cannot execute program command being executed c windows microsoft.net framework v4.0.30319 csc.exe we have gone through publish settings elected precompile site didn't fix issue have looked site cs files deployed global.asax file does reference codebehind file since we precompiled site we tried deleting global.asax file doesn't fix issue either.any thoughts would great,csc.exe compiler error after publishcomment below on web.config&lt;!--&lt;compilers&gt;  &lt;compiler language="c#;cs;csharp" extension=".cs" type="Microsoft.CodeDom.Providers.DotNetCompilerPlatform.CSharpCodeProvider Microsoft.CodeDom.Providers.DotNetCompilerPlatform Version=1.0.3.0 Culture=neutral PublicKeyToken=31bf3856ad364e35" warningLevel="4" compilerOptions="/langversion:6 /nowarn:1659;1699;1701" /&gt;  &lt;compiler language="vb;vbs;visualbasic;vbscript" extension=".vb" type="Microsoft.CodeDom.Providers.DotNetCompilerPlatform.VBCodeProvider Microsoft.CodeDom.Providers.DotNetCompilerPlatform Version=1.0.3.0 Culture=neutral PublicKeyToken=31bf3856ad364e35" warningLevel="4" compilerOptions="/langversion:14 /nowarn:41008 /define:_MYTYPE=\&amp;quot;Web\&amp;quot; /optionInfer+" /&gt;&lt;/compilers&gt;--&gt;
